Serial Number,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
201250,2020,Danbury,12 DOGWOOD DR,194800,325000,0.5993,Residential,Single Family
200031,2020,Enfield,12 DRUMMOND RD,153810,255000,0.6031,Residential,Single Family
20512,2020,Bethel,3 SHARON COURT,295610,505000,0.5853,Residential,Single Family
201098,2020,Hartford,100 GRANDVIEW TER,98049,274000,0.3578,Residential,Three Family
2000220,2020,Bloomfield,15 NOLAN DRIVE,198800,375000,0.5301,Residential,Single Family
201456,2020,Danbury,35 CENTER ST,127500,295000,0.4322,Residential,Single Family
200206,2020,Canton,23 NORTH STREET,133100,240000,0.5545,Residential,Two Family
201437,2020,Danbury,104 GREAT PLAIN RD,184500,445000,0.4146,Residential,Single Family
200011,2020,Hebron,12 KAREN CIRCLE,184250,300000,0.6141,Residential,Single Family
200227,2020,East Haddam,93 RIDGEWOOD RD,80720,80000,1.009,Residential,Single Family
200542,2020,Madison,12 STEPHANIE COURT,177300,279000,0.6354,Residential,Single Family
20929,2020,East Hartford,115 HIGHVIEW ST,83200,154900,0.5371,Residential,Single Family
200110,2020,Essex,14 ESSEX GLEN DR #4,211400,474900,0.4451,Residential,Condo
20000036,2020,Hampton,206 EAST OLD RTE 6,123540,282000,0.438,Residential,Single Family
2000294,2020,Cheshire,280 S MAIN ST,9034220,21071518,0.4287,Commercial,Single Family
200705,2020,Groton,17 WATER ST A9,804300,1795000,0.4481,Residential,Condo
201097,2020,Griswold,267 EAST MAIN STREET,116060,120000,0.9671,Residential,Single Family
200291,2020,East Haddam,174 SMITH RD,192720,345000,0.5586,Residential,Single Family
200231,2020,Madison,22 CANBORNE WAY,208400,497000,0.4193,Residential,Condo
20042,2020,Barkhamsted,8 CENTER HILL RD,5870,75000,0.0782,Vacant Land,Condo
200217,2020,Branford,317 JEFFERSON WOODS,105900,150000,0.706,Residential,Condo
200150,2020,Enfield,15 TABOR RD,100640,200200,0.5026,Residential,Single Family
20046,2020,Colebrook,18 RIVERTON ROAD,296350,425000,0.6972,Residential,Single Family
200386,2020,East Lyme,34 BRIGHTWATER RD,162050,425000,0.3813,Residential,Single Family
200759,2020,Glastonbury,29 BREEDS HILL RD,353600,675000,0.5238,Residential,Single Family
200126,2020,Colchester,409 STAGECOACH ROW,104200,190000,0.5484,Residential,Single Family
20448,2020,Hartford,164 WESTMINISTER ST,47565,165000,0.2882,Residential,Single Family
20675,2020,Hartford,647 GARDEN ST,28665,70000,0.4095,Residential,Three Family
200272,2020,Madison,234 GREEN HILL RD,367400,727000,0.5053,Residential,Single Family
201338,2020,Danbury,166 OLD BROOKFIELD RD 1A3,79900,168500,0.4741,Residential,Condo
200193,2020,Bristol,14 CREST DR,150290,276000,0.5445,Residential,Single Family
200005,2020,Bloomfield,17 OLD OAK CRT,78610,136500,0.5759,Residential,Single Family
200052,2020,Bridgewater,18 NORTHRUP STREET,307800,875000,0.3518,Residential,Single Family
2020333,2020,Berlin,220 STONY MILL LN,166800,275000,0.6065,Residential,Condo
200152,2020,Enfield,86 WEST SHORE DR,116400,268000,0.4343,Residential,Single Family
200100,2020,Killingworth,95 ROAST MEAT HILL ROAD,177180,650000,0.2725,Residential,Single Family
200152,2020,Canton,15 HOFFMANN ROAD,635140,775000,0.8195,Residential,Single Family
201658,2020,Greenwich,2 OLD FARM LANE,2080540,3150000,0.6604,Residential,Single Family
200119,2020,Manchester,42 ARDMORE ROAD,96300,174900,0.5506,Residential,Single Family
201011,2020,Griswold,581 ROODE RD,165200,288000,0.5736,Residential,Single Family
200000392,2020,Brookfield,14 COACH DR,200990,390000,0.5153,Residential,Single Family
200227,2020,Essex,68 MAIN ST,244300,319000,0.7658,Commercial,Single Family
200060,2020,Lyme,10 HICKORY ST,131000,313000,0.4185,Residential,Single Family
200404,2020,Danbury,10 LIBERTY ST B-29,93000,200000,0.465,Residential,Condo
200883,2020,Danbury,98 WINDING RIDGE WA,17500,671803,0.026,Residential,Condo
20116,2020,Lebanon,39 BURNHAM RD,132890,285000,0.4662,Residential,Single Family
200122,2020,Branford,52 PEDDLARS DR,112800,177000,0.6372,Residential,Condo
200030,2020,East Granby,17 BONNIEVIEW DRIVE,148200,260000,0.57,Residential,Single Family
200442,2020,East Lyme,2 PEACH LN,381430,735000,0.5189,Residential,Single Family
2000243,2020,Bloomfield,11 LINWOOD DRIVE,139790,113333,1.2334,Residential,Single Family
200473,2020,Enfield,38 RAFFIA RD,107210,205000,0.5229,Residential,Single Family
2000042,2020,Cheshire,339 WALLINGFORD RD,229130,400000,0.5728,Residential,Single Family
200292,2020,Groton,25 EASTWOOD RD,143430,240000,0.5976,Residential,Single Family
200265,2020,Bristol,226 GROVE ST,641690,540000,1.1883,Residential,Single Family
200057,2020,Guilford,45 ROUND HILL RD,186910,252000,0.7417,Residential,Single Family
200068,2020,Danbury,80 DAVIS ST,138200,260000,0.5315,Residential,Single Family
200173,2020,Branford,7 SUNSET HILL DR,350800,682000,0.5143,Residential,Single Family
200027,2020,Bethlehem,151 HICKORY LANE,427600,570000,0.7501,Residential,Single Family
200704,2020,East Haven,210B COSEY BEACH AVE,326770,528300,0.6185,Residential,Single Family
200400,2020,Branford,460 MAIN ST,180500,355000,0.5084,Residential,Two Family
20387,2020,Hartford,275 GRANBY ST,39095,70350,0.5557,Residential,Single Family
200084,2020,East Lyme,45 HOPE ST  #2,294770,455000,0.6478,Residential,Condo
200509,2020,Glastonbury,30 STONY BROOK DR 7C8,58700,119900,0.4895,Residential,Condo
200747,2020,Groton,17 PEARL ST CND 17-21 UB,283220,520000,0.5447,Commercial,Condo
201255,2020,Cromwell,72 WASHINGTON ROAD,136780,285000,0.4799,Residential,Single Family
200621,2020,Farmington,107 BIRDSEYE RD,121000,176000,0.6875,Residential,Single Family
200693,2020,Greenwich,10 NIMITZ PLACE,548800,870000,0.6308,Residential,Single Family
200061,2020,Harwinton,20 GREEN ACRES RD,352100,435000,0.8094,Residential,Single Family
20335,2020,Hartford,177 LAWRENCE ST,61705,240000,0.2571,Residential,Two Family
200726,2020,Manchester,117 OVERLOOK DRIVE,276800,564000,0.4907,Residential,Single Family
200475,2020,Greenwich,46 SUNSHINE AVENUE,678160,888000,0.7636,Residential,Single Family
201135,2020,Bristol,155 REDSTONE HILL RD UN 29,68810,125000,0.5504,Residential,Single Family
20107,2020,Darien,6 VALLEY FORGE RD,2086420,3376700,0.6178,Residential,Single Family
200155,2020,Farmington,30 BIRDGEHAMPTON CROSSING,580410,780000,0.7441,Residential,Single Family
2000542,2020,Cheshire,12 SIERRA CT,75330,828825,0.0909,Residential,Single Family
200142,2020,Coventry,SQUIRREL TR,35600,42750,0.8327,Vacant Land,Single Family
20000071,2020,Granby,37 WINDMILL DR,113260,170000,0.6662,Residential,Condo
200088,2020,Cheshire,52 CURRIER PL,110880,195000,0.5686,Residential,Condo
200075,2020,East Lyme,22 MCELANEY DR,136990,263000,0.5208,Residential,Single Family
200083,2020,Manchester,32 BUNCE ROAD,92200,189900,0.4855,Residential,Two Family
200001,2020,Kent,391 KENT CORNWALL RD,375300,865000,0.4338,Residential,Single Family
20644,2020,East Hartford,257 PROSPECT ST,83850,128000,0.655,Residential,Single Family
20128,2020,East Hartford,15 BREWER ST,87430,118000,0.7409,Residential,Two Family
201038,2020,Bristol,54 FOXWOOD RD,164500,365000,0.4506,Residential,Single Family
200076,2020,Groton,24 E ST,7420,39000,0.1903,Residential,Single Family
200000342,2020,Brookfield,147 HEATHERWOOD DR,137350,245000,0.5606,Residential,Condo
20173,2020,East Hartford,25 PHILLIPS FARM RD,135610,219400,0.618,Residential,Condo
201223,2020,Greenwich,12 DIALSTONE LANE,1095500,3795000,0.2887,Residential,Single Family
200534,2020,Greenwich,15 EAST LYON FARM DRIVE,716870,1050000,0.6827,Residential,Condo
200095,2020,Coventry,725 BREWSTER ST,122600,260000,0.4715,Residential,Single Family
200209,2020,Glastonbury,253 NATCHAUG DR,259100,392500,0.6601,Residential,Single Family
20178,2020,Hartford,47 ORANGE ST,206850,510000,0.4055,Apartments,Single Family
20137,2020,Lebanon,720 TRUMBULL HWY,106670,220000,0.4848,Residential,Single Family
200304,2020,Madison,32 RIDGE RD,171200,280000,0.6114,Residential,Single Family
201461,2020,Greenwich,63 LOUGHLIN AVENUE,671090,1140000,0.5886,Residential,Single Family
20152,2020,Bethel,27 RESERVOIR STREET,151410,285000,0.5312,Residential,Single Family
20612,2020,East Hartford,41 HICKORY DR,95370,205000,0.4652,Residential,Single Family
200082,2020,Danbury,4 SKYLINE DR,165600,225000,0.736,Residential,Single Family
200099,2020,Bloomfield,5 NORMAN DRIVE,119490,230000,0.5195,Residential,Single Family
200010,2020,Madison,39 CIRCLE BEACH RD,476100,785000,0.6064,Residential,Single Family
20171,2020,Burlington,50 HULL RD,143780,350000,0.4108,Residential,Single Family
200063,2020,Glastonbury,101 BELLE WOODS DR,278100,450000,0.618,Residential,Single Family
20004,2020,Derby,1 THIRTY FOUR WEST,115010,175001,0.6571,Residential,Condo
200089,2020,Goshen,59 TORRINGTON ROAD,1036860,1350000,0.768,Commercial,Condo
20344,2020,Bethel,123 GREENWOOD AVENUE,95760,250000,0.383,Commercial,Condo
200720,2020,Branford,49 ROSE ST TOWERS UNIT 108,124000,199000,0.6231,Residential,Condo
20070,2020,Hartford,58 GRAFTON ST #0005,19845,90000,0.2205,Residential,Condo
2000263,2020,Cheshire,233 S ROLLING ACRES RD,144000,411000,0.3504,Residential,Single Family
200194,2020,East Haven,116 PLEASANT AVE,149030,360500,0.4133,Residential,Single Family
201110,2020,Hartford,44 MADISON ST,79857,195000,0.4095,Residential,Three Family
200223,2020,Farmington,3 SACHEM COURT,329910,582888,0.5659,Residential,Single Family
201367,2020,Greenwich,67 STANWICH ROAD,590590,867500,0.6807,Residential,Single Family
201281,2020,Manchester,104 WEST CENTER STREET,86600,83000,1.0434,Residential,Single Family
2020254,2020,Berlin,59 PEACH TREE LN,236300,405000,0.5834,Residential,Single Family
200963,2020,Bristol,138 FIELD ST,109200,230000,0.4747,Residential,Two Family
200797,2020,Danbury,55 STARRS PLAIN RD,228500,350000,0.6528,Residential,Single Family
200404,2020,East Haven,276 NORTH HIGH ST,126210,130000,0.9708,Residential,Single Family
20010,2020,Derby,40 MARSHALL LN,129500,290000,0.4465,Residential,Single Family
200520,2020,East Lyme,215 UPPER PATTAGANSETT RD,237720,389900,0.6096,Residential,Single Family
200327,2020,East Haven,1 TALMADGE AVE,121430,230000,0.5279,Residential,Single Family
2000374,2020,Bloomfield,77 OLD WINDSOR ROAD,241710,200000,1.2086,Industrial,Single Family
200112,2020,Bethany,30 MESA DR,110310,262500,0.4202,Vacant Land,Single Family
200349,2020,Enfield,96 ABBE RD,131720,220900,0.5962,Residential,Single Family
2000257,2020,Bloomfield,23 OLD WINDSOR ROAD,534030,632989,0.8436,Industrial,Single Family
200588,2020,Branford,51 MANORWOOD DR,100300,185000,0.5421,Residential,Condo
200218,2020,Groton,113 LAURELWOOD RD,118860,245500,0.4842,Residential,Single Family
20944,2020,Hartford,20 CATHERINE ST,71663,133350,0.5374,Residential,Three Family
201465,2020,Danbury,50 COUNTRY VIEW RD,421300,849900,0.4957,Residential,Condo
200262,2020,Canton,21 EAST STREET,151020,385000,0.3922,Residential,Single Family
20044,2020,Darien,37 OLD PARISH ROAD,1053360,1525000,0.6907,Residential,Single Family
20203,2020,Hartford,70 FREEMAN ST,68565,275000,0.2493,Residential,Three Family
200188,2020,Mansfield,10 SHARON DR,22600,38000,0.5947,Residential,Single Family
200679,2020,Branford,3 BUSINESS PARK DR,2195800,2535000,0.8661,Commercial,Single Family
200705,2020,Farmington,10 JUNIOR RD,231360,435000,0.5318,Residential,Single Family
200312,2020,Killingly,11 CHARLTON AVE,158550,329000,0.4819,Residential,Single Family
201546,2020,Danbury,199 FRANKLIN ST EXT,128500,165000,0.7787,Residential,Single Family
201498,2020,Greenwich,94 DOUBLING ROAD,4841690,7842500,0.6173,Residential,Single Family
20000167,2020,Granby,19 BLACK OAK LN,399960,659500,0.6064,Residential,Single Family
200633,2020,Glastonbury,33 TARA DR,138200,260000,0.5315,Residential,Single Family
20318,2020,East Hartford,60 ROLLING MEADOW DR,128570,168000,0.7652,Residential,Single Family
200008,2020,Manchester,90 BRAESIDE CRESCENT,192600,260000,0.7407,Residential,Single Family
20463,2020,Darien,26 CHASMARS POND RD,727370,929357,0.7826,Residential,Single Family
200425,2020,Madison,913 DURHAM RD,373200,665000,0.5612,Residential,Single Family
200079,2020,Hebron,58 ELIZABETH DR,125730,273000,0.4605,Residential,Single Family
200724,2020,Farmington,5 WASHINGTON CIR,172760,333600,0.5178,Residential,Single Family
200489,2020,Danbury,174 WARRINGTON RN,227700,402500,0.5657,Residential,Condo
201728,2020,Greenwich,220 RIVERSIDE AVENUE,1371020,2195000,0.6246,Residential,Single Family
200073,2020,Kent,9 MAPLE ST EXT,154700,275000,0.5625,Residential,Single Family
20034,2020,Farmington,5 KEW GARDENS,446210,760000,0.5871,Residential,Single Family
2020429,2020,Berlin,26 UPSON AVE,115600,125000,0.9248,Residential,Single Family
20450,2020,East Hartford,877 FORBES ST,113570,305000,0.3724,Residential,Single Family
200250,2020,Colchester,15 APPLE LN,199500,401000,0.4975,Residential,Single Family
200301,2020,Guilford,652 BOSTON POST RD UNIT 9 & 10,89040,100000,0.8904,Commercial,Single Family
2000420,2020,Cheshire,541 RADMERE RD,185940,366500,0.5073,Residential,Single Family
20009,2020,Eastford,17 CHURCH RD,128960,230000,0.5606,Residential,Single Family
20133,2020,Darien,91 FIVE MILE RIVER RD,2064440,5000000,0.4128,Residential,Single Family
200402,2020,Killingly,861 PROVIDENCE PIKE,218630,376500,0.5806,Residential,Single Family
200381,2020,Danbury,44 JEFFERSON AV,151100,300000,0.5036,Residential,Single Family
200010,2020,Glastonbury,65 MARTIN TER,214000,365000,0.5863,Residential,Single Family
200375,2020,Guilford,50 QUIDNET CT,70300,180000,0.3905,Residential,Condo
200457,2020,Branford,17 CREEK CT,134400,230000,0.5843,Residential,Single Family
200242,2020,Canton,19 LIVINGSTON ROAD,449130,770000,0.5832,Residential,Single Family
2000476,2020,Cheshire,218 WOODPOND RD,265100,492000,0.5388,Residential,Single Family
200548,2020,Branford,56 STONY CREEK RD,1346500,675000,1.9948,Commercial,Single Family
200274,2020,East Haddam,4 BENJAMIN LANE,278150,476000,0.5843,Residential,Single Family
20100,2020,Hartford,462 BARBOUR ST,20440,310000,0.0659,Residential,Three Family
201635,2020,Greenwich,41 WEST PUTNAM AVENUE,10225390,14050000,0.7277,Commercial,Three Family
200079,2020,Avon,21 DEER RUN,591660,825000,0.7171,Residential,Single Family
200895,2020,Greenwich,33 BROAD ROAD,3681650,4375000,0.8415,Residential,Single Family
200328,2020,East Lyme,38 RIVERVIEW RD,187390,300000,0.6246,Residential,Single Family
2000125,2020,Bloomfield,54 VISTA WAY,239120,60000,3.9853,Residential,Condo
200421,2020,Guilford,59 BALDWIN DR,182300,350000,0.5208,Residential,Single Family
200039,2020,Bozrah,62 HOUGH RD,111410,265000,0.4204,Residential,Single Family
200015,2020,East Granby,27 METACOMET DRIVE,258800,289900,0.8927,Residential,Single Family
201411,2020,Danbury,27 CROWS NEST LA 17F,106900,255000,0.4192,Residential,Condo
200383,2020,Manchester,77 OLIVER ROAD,111500,235000,0.4744,Residential,Single Family
200088,2020,Guilford,11 WOODRUFF AVE,185380,340000,0.5452,Residential,Single Family
200142,2020,Glastonbury,51 ROCKHAVEN DR,131900,180000,0.7327,Residential,Condo
200029,2020,Greenwich,14 STUART DRIVE,528360,820000,0.6443,Residential,Single Family
201798,2020,Greenwich,9 WEST END AVE,1329090,1920000,0.6922,Residential,Single Family
200187,2020,Greenwich,7 HEMLOCK DRIVE,1324400,1690000,0.7836,Residential,Single Family
200158,2020,Bristol,67 BRIDGEPORT AVE,113890,225000,0.5061,Residential,Single Family
200260,2020,Danbury,32 COALPIT HILL RD #4,84900,181778,0.4671,Residential,Condo
200323,2020,Branford,24 MIDWOOD RD,242100,354000,0.6838,Residential,Single Family
200072,2020,Colchester,379 NORWICH AVE,127400,212000,0.6009,Residential,Single Family
200897,2020,Danbury,7 BACKUS AV,6343700,2940000,2.1577,Commercial,Single Family
20178,2020,East Hartford,101 LAUREL ST,135990,215000,0.6325,Residential,Two Family
200190,2020,Danbury,16 HAYESTOWN RD D20,344300,570000,0.604,Residential,Condo
200347,2020,Groton,47 HILLSIDE RD,91490,209900,0.4358,Residential,Single Family
200956,2020,Manchester,30 TUFTS DRIVE,233900,480000,0.4872,Residential,Single Family
201207,2020,Danbury,14 EXECUTIVE DR,9529200,15774500,0.604,Industrial,Single Family
200060,2020,Hebron,22 KRISTEM LN,241870,425000,0.5691,Residential,Single Family
20478,2020,Hartford,66 SANFORD ST,17990,65000,0.2767,Residential,Single Family
200342,2020,Guilford,2558 BOSTON POST RD,196530,365000,0.5384,Residential,Single Family
200828,2020,Greenwich,307 & 307R HAMILTON AVENUE,490840,1645000,0.2984,Residential,Two Family
20519,2020,Darien,350 HOLLOW TREE RIDGE RD,1826790,4079575,0.4477,Residential,Single Family
20076,2020,Bolton,34 WATROUS RD,164500,137500,1.1963,Residential,Single Family
200208,2020,Madison,141 BISHOP LN,418200,750000,0.5576,Residential,Single Family
2000187,2020,Bloomfield,24 KENWOOD CIRCLE,176820,303000,0.5835,Residential,Single Family
2000257,2020,Cheshire,345 OREGON RD,320300,560000,0.5719,Residential,Single Family
201134,2020,Danbury,73 COALPIT HILL RD 2,104700,237000,0.4417,Residential,Condo
200035,2020,Litchfield,64 LITCHFIELD POND,152730,260000,0.5874,Residential,Condo
200926,2020,Enfield,938 ENFIELD ST,142100,262000,0.5423,Residential,Two Family
200165,2020,Hebron,9 GRISWOLD LANE,288600,490500,0.5883,Residential,Single Family
201140,2020,Bristol,85 WESTWOOD RD,140140,277000,0.5059,Residential,Single Family
200745,2020,Farmington,39 WELLINGTON DR,64550,125000,0.5164,Residential,Condo
2020212,2020,Berlin,1284 ORCHARD RD,162900,285660,0.5702,Residential,Single Family
200399,2020,East Haven,13 WALDO ST,126660,239000,0.5299,Residential,Single Family
20000020,2020,Granby,54 EDGERTON RD,47880,60000,0.798,Vacant Land,Single Family
200772,2020,Danbury,15 BRISTOL TE 3503,203700,380000,0.536,Residential,Condo
200631,2020,Branford,9 RIVERS EDGE,86400,160000,0.54,Residential,Condo
200372,2020,Danbury,10 SOUTH ST 21,128000,245000,0.5224,Residential,Condo
200424,2020,East Lyme,14 CENTER RD,232190,200000,1.1609,Residential,Single Family
200907,2020,Manchester,54 WADDELL ROAD,103800,242500,0.428,Residential,Two Family
2020240,2020,Berlin,53 DIVISION ST,158600,320000,0.4956,Residential,Single Family
20394,2020,East Hartford,150 MANOR CIR,87940,109900,0.8001,Residential,Single Family
20127,2020,Lebanon,1629 EXETER RD,142440,299000,0.4763,Residential,Single Family
200192,2020,Enfield,121 WYNWOOD DR,86320,157450,0.5482,Residential,Condo
200032,2020,Chester,40 MIDDLESEX AVE,170110,342900,0.496,Residential,Single Family
200550,2020,Danbury,42 BENSON DR,208600,395000,0.5281,Residential,Single Family
20069,2020,Bolton,939 BOSTON TPKE,191200,340000,0.5623,Residential,Single Family
200324,2020,Groton,80-3 BUDDINGTON RD,61810,122000,0.5066,Residential,Condo
20235,2020,Hartford,170 AMHERST ST,50295,199900,0.2516,Residential,Single Family
2020369,2020,Berlin,33 LANGDON CT UNIT KL4,113000,150000,0.7533,Residential,Condo
20220,2020,Bethel,6 LOCKWOOD CIRCLE,273980,390000,0.7025,Residential,Condo
